2017_Afyb8zM6f481pt7hOJvlkA,0.5900843,0.04056731,0.021103919,0.111442596,0.014081389,0.027422935,0.09099233,0.011331499,0.09229991,0.026773304,101,2017_Afyb8zM6f481pt7hOJvlkA_0.jpg,1.31,103.9,a road with cars parked on the side of the road;an empty street with cars parked on the side;a road with cars parked on both sides of it;a street with cars parked on the side of the road;a road with cars parked on both sides of the road
2017_YXSlWWE5q8ny1OdVprtklg,0.3530625,0.026718855,0.028825402,0.18245798,0.011722058,0.02155152,0.2813312,0.011072218,0.06252271,0.049402148,502,2017_YXSlWWE5q8ny1OdVprtklg_0.jpg,1.14,104,a person is sitting on the side of a road;a person is sitting on the side of the road;a person is sitting down on the sidewalk;a person sitting on a bench on a dirt road;a person is sitting down on a dirt road
2017_blkMLpsjxVi7y1VwhfOvdw,0.27940106,0.038636982,0.025387377,0.3069194,0.019285023,0.03591883,0.16809514,0.012983084,0.17686924,0.06015262,301,2017_blkMLpsjxVi7y1VwhfOvdw_0.jpg,1.46,103.59,a empty road with a grassy field in the background;a view of a street from the side of a road;a view of a street from the side of the road;a empty road with a grassy field on it;a view of a street from the side of a highway
2017_d4Jb19UfiUDwZH4-nQQyrg,0.59637344,0.032891065,0.040685743,0.047991157,0.008984923,0.014033765,0.16991681,0.012015224,0.03813824,0.020670593,101,2017_d4Jb19UfiUDwZH4-nQQyrg_0.jpg,1.39,103.64,a view of a sidewalk from a building;a view of a sidewalk from the side of a building;a view of a sidewalk from a street;a view of a sidewalk with a building in the background;a view of a sidewalk from the side of a street
2017_tSvkmna3pNdVueba2kW5bQ,0.6449226,0.038014144,0.02954048,0.066569924,0.010821134,0.01869008,0.07729146,0.01125598,0.053679883,0.017724961,101,2017_tSvkmna3pNdVueba2kW5bQ_0.jpg,1.48,103.87,a couple of cars parked in front of a building;a car parked on the side of the road;a couple of cars parked in front of a tall building;two cars parked on the side of a street;two cars parked on the side of a road
2017_2bnPyBB2etpCIlJvEi5P9Q,0.5266593,0.04455149,0.02591315,0.14087662,0.018184215,0.030743629,0.09110445,0.013052702,0.13829163,0.035490006,101,2017_2bnPyBB2etpCIlJvEi5P9Q_0.jpg,1.4,103.91,a highway with a truck driving down the road;a truck driving down a highway next to buildings;a truck driving down a highway next to some buildings;a truck driving down a highway next to a field;a truck driving down a road next to a grass field
2017_5Yj1_66LM2hN3sEcTlM4og,0.40837824,0.022704363,0.017598808,0.17797163,0.009855479,0.018254697,0.17607424,0.007693201,0.091011375,0.033629388,101,2017_5Yj1_66LM2hN3sEcTlM4og_0.jpg,1.41,103.9,a large empty tennis court with a building in the background;a large empty tennis court in a city;a tennis court with a large building in the background;a tennis player on a court with a building in the background;a large empty tennis court with a large building in the background
2017_tEJL8DiUOepftq52BPSZUQ,0.6347915,0.031474084,0.02367431,0.06913206,0.008260429,0.016459703,0.09097704,0.008850902,0.053619564,0.017950475,101,2017_tEJL8DiUOepftq52BPSZUQ_0.jpg,1.38,103.88,there is a white building with a white fence;a building with a white roof and a white frisbee;the front of a building with a frisbee on it;there is a white building with a red brick sidewalk;the front of a building with a frisbee on the ground
2017_WB4cI4KsYgmvNLhWAfLIHA,0.32929504,0.026953012,0.024448961,0.22445151,0.012149692,0.024554074,0.24606651,0.010717928,0.086720854,0.052441478,301,2017_WB4cI4KsYgmvNLhWAfLIHA_0.jpg,1.16,104.02,a view of a tree lined road from the side;a view of a tree lined street from the side;a view of a tree lined road from a window;a view of a tree lined road from a sidewalk;a view of a tree lined street from the edge
2017_xfX5RrzQCBNLiXUqkzbaQA,0.29025155,0.030986816,0.024021208,0.31309843,0.015557379,0.03158444,0.20716071,0.012255818,0.10819778,0.064148515,301,2017_xfX5RrzQCBNLiXUqkzbaQA_0.jpg,1.23,103.85,a road that is next to a body of water;a road that is next to some water;a road that is next to some grass;a road that is next to a tree;a road that is next to a big field
2017_tGlt7rBSmwARHSgCxpBF5g,0.38696617,0.024225831,0.018627256,0.20577592,0.01047802,0.020027101,0.1866467,0.008289009,0.08882868,0.036464334,301,2017_tGlt7rBSmwARHSgCxpBF5g_0.jpg,1.39,103.58,a street with a blue building on the side;a small street with a blue building on it;a street with a blue tent on the side;a street with a blue tent on it and a blue building in the background;a street with a blue tent on it and a blue tent
2017_HZq0HmR4NTr7e3h9583Gsg,0.3585912,0.03034985,0.017680973,0.23570901,0.013230503,0.026636958,0.1567733,0.009284943,0.10400808,0.042323977,301,2017_HZq0HmR4NTr7e3h9583Gsg_0.jpg,1.44,103.77,a concrete bench on the side of the road;a concrete bench sitting on the side of a road;a concrete bench in the middle of the street;a concrete bench on the side of a road;a concrete bench sitting on the side of the road
2017_82FeCeks1OJfJDSDPYrcuA,0.39767927,0.024128228,0.018271506,0.17597812,0.009517074,0.018622488,0.19269034,0.007924289,0.08140999,0.035871387,101,2017_82FeCeks1OJfJDSDPYrcuA_0.jpg,1.29,103.77,a tree that is sitting in the dirt;a tree that is sitting in the grass;a tree that is in the middle of the road;a tree that is in the middle of the street;a tree that is in the middle of the park
2017_3jFkj_tAshweiIDKC10x1g,0.65613985,0.031889617,0.025137246,0.057650477,0.008092791,0.016376138,0.11170158,0.010878474,0.043928057,0.018120795,101,2017_3jFkj_tAshweiIDKC10x1g_0.jpg,1.35,103.88,a street with cars parked on the side of it;a street with cars parked on the side of the road;a long road with a few cars driving down it;a long road with cars driving down the road;a street with cars parked on the road
2017_e20u_M3c0eNE1blR2fZqwA,0.2460128,0.08790222,0.05289212,0.38352332,0.058738768,0.10931292,0.18934688,0.03767255,0.30032158,0.12609106,301,2017_e20u_M3c0eNE1blR2fZqwA_0.jpg,1.44,103.8,a large long train on a steel track;a large long train on a city street;a long train is going over a bridge;a long train on a steel track on a cloudy day;a long train on a steel track on a highway
2017_etJltqtmVR1VImqL0388bQ,0.3887035,0.047612607,0.025706261,0.25102228,0.02518195,0.044463396,0.10920879,0.016034126,0.20107117,0.051424593,301,2017_etJltqtmVR1VImqL0388bQ_0.jpg,1.32,103.72,a highway filled with lots of traffic next to a building;a highway filled with lots of traffic next to a parking lot;a highway filled with lots of traffic near a building;a highway filled with lots of traffic next to tall buildings;a highway filled with lots of traffic next to a green field
2017_WV-5dk2XvEt1lr_rLwgV-w,0.2913168,0.031600118,0.021721244,0.30341154,0.015482545,0.032849044,0.20518565,0.011866957,0.110085964,0.061159432,301,2017_WV-5dk2XvEt1lr_rLwgV-w_0.jpg,1.4,103.63,a view of a grassy field and a tree;a view of a grassy field from a distance;a view of a grassy field from a window;a view of a grassy field from a vehicle;a view of a grassy field with a sky background
2017_SeVxOtfRcWP2QoFK5iB5NQ,0.35503107,0.026512176,0.025615752,0.19986808,0.01186654,0.023831874,0.27578452,0.011087716,0.06809333,0.050594836,502,2017_SeVxOtfRcWP2QoFK5iB5NQ_0.jpg,1.22,103.85,a view of a street from behind a fence;a view of a road through a window;a view of a road from behind a fence;a view of a road with a lot of snow on it;a view of a road with a lot of snow
2017_GVwdXl6fK15NsLDoirWv5g,0.32792965,0.03059125,0.020929456,0.26119277,0.016066909,0.026928455,0.15143242,0.01038155,0.14714819,0.0504255,301,2017_GVwdXl6fK15NsLDoirWv5g_0.jpg,1.37,103.86,a long road with a long line of trees;a long road with a car driving down it;a long road with a long line of trees on each side;a view of a street from the side of a road;a view of a road with a car driving down it
2017_qgVKShe0BGXVG2SW1lpKvQ,0.49139476,0.034530073,0.020230621,0.14610693,0.014092922,0.026109666,0.102790445,0.010709226,0.119042754,0.033450216,101,2017_qgVKShe0BGXVG2SW1lpKvQ_0.jpg,1.31,103.91,a parking lot with a building and palm trees;a view of a city with palm trees and buildings;a parking lot with a building and palm trees in the background;a view of a city street with a building in the background;a view of a city with palm trees and buildings in the background
2017_5BBQtFDqI786pSf2S95vVw,0.63426983,0.03939125,0.03713596,0.06293222,0.010475636,0.017733186,0.085196346,0.010735095,0.055717975,0.01826322,101,2017_5BBQtFDqI786pSf2S95vVw_0.jpg,1.36,103.96,a street with buildings and a street sign;an empty street with a blue and white building;a street with a building and a street sign;a street with a building and a street;a street with a building and a street sign on it
2017_Sn9L-cJI4w5oXJ-O6C1_Pw,0.31064034,0.038109988,0.025833994,0.28180093,0.020428479,0.03921172,0.17882365,0.013509005,0.18501827,0.05434251,301,2017_Sn9L-cJI4w5oXJ-O6C1_Pw_0.jpg,1.47,103.97,a body of water with a sky in the background;a large body of water with a sky background;a body of water in the middle of a field;a body of water in the middle of the field;a body of water in the middle of a dirt field
2017_O6Zy5CNBISL5uoU0KMHZ0A,0.6388229,0.033548266,0.034677953,0.04613471,0.008624524,0.014433801,0.13041797,0.011833876,0.037282854,0.017766535,101,2017_O6Zy5CNBISL5uoU0KMHZ0A_0.jpg,1.17,104.01,some buildings a street and some trees and buildings;some buildings a street and some trees and a cloudy sky;some buildings a street and a building with a sky;some buildings a street and some trees and a sky;there is a building that is in the middle of the street
2017_2I54Dd_g5TyUwI63KgjRQg,0.28013313,0.032618284,0.02455762,0.3212122,0.016048372,0.033094168,0.20979863,0.012544066,0.11677867,0.06381747,301,2017_2I54Dd_g5TyUwI63KgjRQg_0.jpg,1.43,103.71,a road with a long line of trees on each side;a road with a long line of trees on it;a road with a long line of trees;a road that has a long line of trees on it;a road with a long line of train tracks
2017_GIigJUBQtJXa0W_Ea83R6Q,0.39028206,0.061885,0.0301947,0.24939683,0.030212343,0.062008113,0.11801544,0.02062732,0.22520378,0.05666426,301,2017_GIigJUBQtJXa0W_Ea83R6Q_0.jpg,1.32,103.87,a bus driving down a street next to a building;a bus driving down a street next to a bus stop;a bus driving down a road next to a park;a bus driving down the road in the middle of the day;a bus driving down a road next to a green field
2017_VcRrctiMZw1owAhLTham9A,0.41284293,0.031541616,0.017960757,0.20723063,0.015583843,0.028133512,0.12225118,0.010209084,0.14255288,0.041975588,301,2017_VcRrctiMZw1owAhLTham9A_0.jpg,1.31,103.84,a long road with a long line of trees;an empty street with a long line of trees;a long road with a long line of trees on both sides;a long road with a long line of trees on each side;an empty street with a long line of trees on each side
2017_umAs5T2ReId5PkSFmKU1mA,0.61165404,0.03402716,0.019973278,0.09188938,0.010909349,0.021009475,0.08868921,0.009391338,0.071190745,0.021470279,101,2017_umAs5T2ReId5PkSFmKU1mA_0.jpg,1.48,103.76,a car parked on the side of the road;a car parked on the side of a road;a car parked on the side of the street;a car parked on the side of a road near power lines;a car parked on the side of a road near a fence
2017_bmUaCmgQhIkSx94KjaUFmQ,0.6577178,0.062136173,0.075225234,0.058686167,0.017416209,0.022412688,0.07257488,0.019552588,0.058947504,0.022116154,101,2017_bmUaCmgQhIkSx94KjaUFmQ_0.jpg,1.36,103.75,a city street filled with traffic surrounded by tall buildings;a city street filled with lots of traffic;a city street filled with lots of traffic and tall buildings;a city street filled with lots of traffic next to tall buildings;a city street with tall buildings and cars
2017_NShJBxkr97gdVuuAFrUJCw,0.29673558,0.036912978,0.0256159,0.29253274,0.018668175,0.03428653,0.17277876,0.012336344,0.16759083,0.05535069,301,2017_NShJBxkr97gdVuuAFrUJCw_0.jpg,1.45,103.63,a road with a long line of trees on it;a road with trees and grass on it;a long road with a long line of trees;a road with a long line of trees in the background;a long road with a long line of trees on both sides
2017_ICteyEz2dTRSNoa7omeJCw,0.56288785,0.039122462,0.0668003,0.048523486,0.011092663,0.014660835,0.20975712,0.014826238,0.04137367,0.026523918,502,2017_ICteyEz2dTRSNoa7omeJCw_0.jpg,1.05,103.98,an image of a house on the street;an image of a house on a street;an image of a house on the side of the road;an image of a house on the side of a street;an image of a house on the side of the street
2017_S8-K3lkRevDAW-SEhYnDgA,0.39620858,0.058388174,0.027731419,0.24836695,0.031315774,0.06276423,0.11582413,0.019542068,0.22437477,0.05923897,301,2017_S8-K3lkRevDAW-SEhYnDgA_0.jpg,1.36,103.9,a silver car parked on the side of a road;a silver car parked on the side of the road;a silver car parked on the side of a street;a silver car parked on the side of the street;a silver car parked on the side of a road near a fence
2017_CE1V8vvkULh9LHmLLcFz-A,0.45471624,0.02837047,0.018303841,0.154578,0.012144536,0.023280144,0.119975656,0.00865531,0.11958331,0.03430909,101,2017_CE1V8vvkULh9LHmLLcFz-A_0.jpg,1.34,103.95,a view of a train station from the street;a view of a city street from the street;a view of a city street from a window;a view of a city street from the side;a view of an empty street with a building in the background
2017_EnMiDJdzD3pGdktlB0kjfg,0.68150514,0.04503414,0.039866835,0.053227812,0.011459738,0.01887554,0.078278154,0.013687581,0.048731685,0.017143965,101,2017_EnMiDJdzD3pGdktlB0kjfg_0.jpg,1.47,103.78,a street with cars parked on the side;a street with cars parked on the side of it;a street with cars parked on the side of the road;a street with cars parked on the side of the street;a view of a street from the side of a street
2017_aM7g8ENkUaOJpVLPa1oV3A,0.35193425,0.028204978,0.030789346,0.18373525,0.012227237,0.022675991,0.2804361,0.011693776,0.06352505,0.051229328,502,2017_aM7g8ENkUaOJpVLPa1oV3A_0.jpg,1.37,103.6,a stream in the woods surrounded by trees;a stream in the middle of a forest;a stream in the middle of a wooded area;a stream in the middle of the woods;a river running through the woods next to a forest
2017_DJ1U2H-pIXY9OCxoGHRhFA,0.6752753,0.041679353,0.03900519,0.04858014,0.009910345,0.016843587,0.08793944,0.012782365,0.04354766,0.016830206,101,2017_DJ1U2H-pIXY9OCxoGHRhFA_0.jpg,1.29,103.85,a car driving down a street next to buildings;a car driving down a street next to tall buildings;a car driving down a street next to a tall building;a car driving down the road near a building;a car driving down a street next to a building
2017_JYd4rUb1AXNbz5qa1r4ntA,0.36715788,0.026771277,0.018822014,0.22134921,0.012759924,0.02193448,0.15917566,0.009001493,0.1198985,0.041684866,301,2017_JYd4rUb1AXNbz5qa1r4ntA_0.jpg,1.35,103.77,a road with trees on both sides of it;a road with trees on each side;a road with trees on each side and trees on each side;a road with trees on both sides of the road;a road with trees on each side and trees on the side
2017_lrVeX9mUvQ5qwusOFp0lwg,0.28071418,0.032179266,0.025266886,0.31350422,0.016346335,0.033222646,0.2291362,0.012859702,0.107981294,0.067163914,301,2017_lrVeX9mUvQ5qwusOFp0lwg_0.jpg,1.36,103.77,a narrow road between a row of trees;an empty road surrounded by a forest and trees;an empty road surrounded by a forest;an empty road surrounded by a forest and a forest;an empty road surrounded by a forest with a sky background
2017_yG8v7NUvUtS2k-Z1Bv8TOg,0.31533587,0.027057797,0.020958751,0.26009804,0.0130364,0.02447337,0.18930373,0.009650022,0.10265666,0.048642993,301,2017_yG8v7NUvUtS2k-Z1Bv8TOg_0.jpg,1.08,103.91,an empty road leading down to a small town;a wet road with a few houses on it;a wet road with a few houses on the side;a wet road with a few houses on each side;a wet road with a few houses on the side of it
2017_hiZtbN6wtyjCnvkMJJxNww,0.6026972,0.027556986,0.017293394,0.08621195,0.008118093,0.017537594,0.120345,0.008537471,0.05737698,0.021527112,101,2017_hiZtbN6wtyjCnvkMJJxNww_0.jpg,1.34,103.68,a car parked on the side of the road;a car driving down a street past a tall building;a car parked on the side of a road;a car driving down a street past a tall red building;a car driving down a street past a tall red brick building
2017_0n30466wp6-i1TRddIQeDg,0.28914264,0.029587388,0.026610374,0.28174663,0.014572293,0.028378278,0.24071607,0.012370944,0.09417403,0.064817816,301,2017_0n30466wp6-i1TRddIQeDg_0.jpg,1.37,103.78,a view of a dirt road through some trees;a view of a dirt road through the trees;a view of a dirt road from a distance;a view of a dirt road through a forest;a view of a dirt road through a tree
2017_xY78TMDDzyZFCmrgbM9TSg,0.60337985,0.025468826,0.018403798,0.07934433,0.007609606,0.015794992,0.12082848,0.008073181,0.052880168,0.020097613,101,2017_xY78TMDDzyZFCmrgbM9TSg_0.jpg,1.4,103.89,a street corner with a street sign and trees;a street corner with a street light pole and trees;a street corner with a street light pole and some trees;a view of a street corner with trees and a building in the background;a view of a street corner with trees and a building
2017_SDwsXkoauKvY7jslBqxz_g,0.46947852,0.023261905,0.014651954,0.14803106,0.009076029,0.01897782,0.15019873,0.007349581,0.083675206,0.028833032,101,2017_SDwsXkoauKvY7jslBqxz_g_0.jpg,1.29,103.83,a road with a car driving down the road;a long road with a car driving down the road;a road with a car driving down the street;a car driving down a street next to a forest;a car driving down a road next to a park
2017_7nJizb6AuDVjVJ5lzyzo3w,0.6324615,0.03370759,0.03898993,0.044692934,0.008327752,0.013960183,0.13177848,0.011895776,0.039271325,0.018074095,101,2017_7nJizb6AuDVjVJ5lzyzo3w_0.jpg,1.35,103.7,a large building on the side of the street;a large building on the side of a street;a large building on the corner of a street;a large building on the side of the road;a large building on the corner of a city street
2017_Ng0_rHeFU9UvSDuRKUue2A,0.3784722,0.048339576,0.025020957,0.24970132,0.026449889,0.046159,0.11438799,0.016229272,0.21336284,0.055297196,301,2017_Ng0_rHeFU9UvSDuRKUue2A_0.jpg,1.41,103.77,a highway with a long line of trees;a highway with a long line of traffic;a highway with a long line of trees in the background;a view of a road with a car driving down it;a highway with a long line of trees on both sides
2017_i3MhJNBbrL4mBrng_WJQsQ,0.4952035,0.027390987,0.019151598,0.112216085,0.009520114,0.018491924,0.1333456,0.007975161,0.08618131,0.027744293,101,2017_i3MhJNBbrL4mBrng_WJQsQ_0.jpg,1.29,103.84,a skate park with a view of a city skyline;a skate park with a view of a city;a skate park with a view of the city;a skate park with a view of the city in the background;a skate park with a view of a city skyline in the background
2017_n5D4p3up7FUp3JU0SBgaWQ,0.68987477,0.05164537,0.054763764,0.044696093,0.012841702,0.01860097,0.08307961,0.01768431,0.04468289,0.017365366,101,2017_n5D4p3up7FUp3JU0SBgaWQ_0.jpg,1.43,103.84,a group of cars parked in front of a building;a group of cars parked on the side of a street;a group of cars parked on the side of a road;several cars parked on the side of the road;a group of cars parked on the side of the road
2017_Ix8-dUYlysO_GxkeloAsgQ,0.5257502,0.024327815,0.014454842,0.12242937,0.009061456,0.019189656,0.13190919,0.007741779,0.07502961,0.026213825,101,2017_Ix8-dUYlysO_GxkeloAsgQ_0.jpg,1.34,103.87,a view of a road from the side;a view of a street from the side of the road;a view of a road from the grass;a view of a street from the side of a road;a view of a road from the side of the road
2017_Omk-TH5drBfmncxD-NbfDg,0.6191717,0.026950419,0.021841705,0.07205331,0.007677317,0.015175968,0.1137954,0.008041561,0.05365029,0.019328415,101,2017_Omk-TH5drBfmncxD-NbfDg_0.jpg,1.31,103.7,a long row of buildings on a city street;a row of buildings on a city street;a long row of buildings on a street;a city street with buildings and cars parked on the street;a city street with buildings and cars parked on the side
2017_ztPI3j9zzq1pWtOxkTepzQ,0.4623776,0.030850321,0.016873866,0.17860547,0.014306247,0.02734521,0.1147148,0.01025036,0.12023747,0.036171764,101,2017_ztPI3j9zzq1pWtOxkTepzQ_0.jpg,1.31,103.68,a truck driving down a street next to a forest;a green truck driving down a street next to trees;a truck driving down a street next to trees;a green bus driving down a street next to a forest;a green bus driving down a street next to a park
2017_tBI1s0jbrYppjxapaWGBew,0.23997319,0.040570885,0.028963983,0.37284136,0.021018922,0.04285866,0.20705369,0.015831172,0.14591089,0.07870829,301,2017_tBI1s0jbrYppjxapaWGBew_0.jpg,1.47,103.45,an empty road with trees on both sides;an empty road with some trees on each side;an empty road with trees and a cloudy sky;an empty highway with a lot of clouds in the sky;an empty highway with a lot of clouds in the background
2017_fmJ52Bir830PztSEaHbrOA,0.35156617,0.07544449,0.03686878,0.27172333,0.040420294,0.07705617,0.11947125,0.027076155,0.27417272,0.0731619,301,2017_fmJ52Bir830PztSEaHbrOA_0.jpg,1.32,103.65,a view of a highway from a vehicle;a view of a highway from a vehicle on a highway;a view of a highway from a vehicle on a cloudy day;a view of a highway from a vehicle with a bridge in the background;a view of a highway from a vehicle looking at the sky
2017_jr1k-YGgNWayl_4rRE8-NQ,0.385973,0.024496555,0.017585427,0.21623263,0.011123657,0.02120921,0.1638273,0.008154869,0.102341205,0.036924362,301,2017_jr1k-YGgNWayl_4rRE8-NQ_0.jpg,1.04,103.96,a red and blue house sitting in the snow;a red and blue house sitting on the side of a road;a red and blue house sitting on top of a beach;a red and blue house sitting next to a house;a red and blue house sitting next to a white house
2017_akMq956bOlCsii089Ewlyw,0.3547129,0.025357753,0.020279616,0.22065902,0.010967732,0.02278456,0.21316001,0.009278595,0.07901931,0.04397422,301,2017_akMq956bOlCsii089Ewlyw_0.jpg,1.48,103.77,a white fence sitting next to a street;a white fence sitting in the middle of a street;a white fence sitting in the middle of a road;a view of a street with houses and clouds in the background;a view of a street with houses and clouds in the distance
2017_gWHJy3kqvFUpd9OyD3qmAA,0.46969643,0.034492224,0.017119735,0.18541905,0.016110718,0.030919671,0.11166164,0.010928571,0.12965557,0.036301523,101,2017_gWHJy3kqvFUpd9OyD3qmAA_0.jpg,1.32,103.68,a truck parked in front of a home;a truck parked on the side of the street;a truck parked in front of a house;a truck parked on the side of the road;a truck parked on the side of a street
2017_fylYZX9gVRrqDXNZ5U9g1g,0.5076255,0.052074224,0.02848515,0.15024161,0.023020774,0.037983418,0.092316896,0.016981542,0.15519902,0.039928406,101,2017_fylYZX9gVRrqDXNZ5U9g1g_0.jpg,1.32,103.9,a group of trucks driving down a road;two trucks parked on the side of the road;a group of trucks driving down the road;a group of trucks driving down a street;two trucks parked on the side of a road
2017_L0sqE3gzQzzlPOvrsRMMFg,0.31261492,0.030441612,0.021178246,0.26136076,0.013797849,0.026264697,0.18140566,0.009855688,0.12697923,0.047142774,301,2017_L0sqE3gzQzzlPOvrsRMMFg_0.jpg,1.14,104.05,an empty road with the sky in the background;a long road with a few cars driving down it;a long road with a few trees on each side;an empty road with a long line of clouds;a long road with a few trees on it
2017_nXLKCxI7jS-vLfQqswmh8A,0.34602025,0.07994676,0.039425552,0.28731248,0.045553386,0.082118124,0.1193254,0.030094326,0.29106703,0.07986671,301,2017_nXLKCxI7jS-vLfQqswmh8A_0.jpg,1.43,103.65,a long road with a few cars on it;a road with a long line of traffic;a long road with a long line of traffic;a long road with a few cars driving down it;a long road with a long line of cars on it
2017_4pOuexcZTtJtIh1j-8pWqA,0.33328703,0.02719292,0.022289395,0.24097931,0.01183489,0.02442941,0.2083467,0.010013938,0.089170426,0.049093276,301,2017_4pOuexcZTtJtIh1j-8pWqA_0.jpg,1.12,103.95,a view of a road with houses on the side;a view of a road from a car window;a view of a road with houses in the background;a view of a road with houses in the back;a view of a road with houses on the side of it
2017_wbMvVJkMVYGR47kv1GfpXQ,0.41735286,0.05332035,0.027312309,0.2129961,0.0245789,0.044831723,0.1066508,0.01722774,0.20502058,0.049969316,301,2017_wbMvVJkMVYGR47kv1GfpXQ_0.jpg,1.35,103.89,a view of an empty street with no traffic;a view of an empty street and a tree lined street;a view of an empty road with trees on each side;a view of an empty street with no cars on it;a view of an empty street and a tree lined road
2017__C0ZS8d8NB8acPdhIMr4Cg,0.3145526,0.031906456,0.019458026,0.2750988,0.01560694,0.032326788,0.16879267,0.011252135,0.10563472,0.056035936,301,2017__C0ZS8d8NB8acPdhIMr4Cg_0.jpg,1.09,104.03,a dirt road with trees on each side;a dirt road with trees on both sides;a country road with a country road in the background;a dirt road with trees on each side and a sky background;a dirt road with trees on each side and a fence
2017_KK3kRi6p2ocrn7hxw9Nmug,0.38217676,0.04324606,0.021712184,0.250915,0.023235947,0.04045579,0.11388892,0.014276832,0.1936067,0.051986545,301,2017_KK3kRi6p2ocrn7hxw9Nmug_0.jpg,1.47,103.98,a sandy field with a sky in the background;a sandy beach with a few trees in the background;a sandy beach with a few clouds in the background;a sandy beach with a few clouds in the sky;a sandy beach with lots of trees on top of it
2017_o5gq-1vOxM4XHHzOBxJA0w,0.67359966,0.03433329,0.028055727,0.05126825,0.008436263,0.015937358,0.097706646,0.010916889,0.043080926,0.016549408,101,2017_o5gq-1vOxM4XHHzOBxJA0w_0.jpg,1.46,103.84,a view of a building from a street;a view of an empty street with a building in the background;a street view of a building from the side;a street view of a building from a street;a view of a building from a street corner
